event,Mw,PGA,GWT,y,crit_FS,crit_depth,qc1Ncs_crit,Ic_crit,sev_crit,n_liq_layers,LPI,crit_FS_capped
Emilia,6.1,0.59,2.37,0,0.20597509915735407,7.99,66.4770428136225,1.80720177913326,78.14008667140666,762,35.027531247248234,0.20597509915735407
Emilia,6.1,0.59,5.23,0,0.245877572338048,11.72,60.632989649958034,1.8718238893819734,142.08512145042448,357,12.259884962411054,0.245877572338048
Emilia,6.1,0.59,4.65,0,0.2342462397817829,9.56,59.90429699047053,1.7721185535441268,108.26919772169455,376,13.766875003339324,0.2342462397817829
Emilia,6.1,0.58,4.4,1,0.2382522699806155,11.33,63.49825474029149,1.774555222237898,122.07042537291032,499,17.28065094508576,0.2382522699806155
Emilia,6.1,0.58,4.18,1,0.24846806531429172,9.84,68.98965249554819,1.7210858569536631,109.05867713979514,643,24.70032126125787,0.24846806531429172
Emilia,6.1,0.58,4.55,1,0.22259033883673968,11.459999999999999,53.69256924627233,1.8155688824304665,125.76832586493789,692,24.971145915836498,0.22259033883673968
Emilia,6.1,0.54,2.0,0,0.24822745935998455,12.459999999999999,78.62527800610422,2.4852950643602627,112.27934897204771,203,6.628213712231107,0.24822745935998455
Emilia,6.1,0.53,2.3,0,0.2354982391865086,14.790000000000001,65.10732986696013,1.8322874136328875,130.08139351461978,567,10.461261996082197,0.2354982391865086
Emilia,6.1,0.54,3.6,0,0.29369169472561923,18.25,76.46454580622006,2.474348139288201,171.2756564089743,163,3.205022288582632,0.29369169472561923
Emilia,6.1,0.54,3.3,0,0.26250447715020503,14.19,72.59072978255067,2.532496178627682,136.90785157179837,182,4.65430311814482,0.26250447715020503
Emilia,6.1,0.56,4.9,0,0.2684275234079521,10.52,67.41674149584576,1.9258141595131204,125.2826694362344,172,6.400032736870253,0.2684275234079521
Emilia,6.1,0.65,4.0,1,0.21526354809461135,10.77,65.09799132639313,1.8656636030882086,125.77926008589634,558,21.6300023066516,0.21526354809461135
Emilia,6.1,0.65,4.9,1,0.22611693795451665,10.33,63.29385816957157,1.8024207462558264,129.96472462949117,498,19.638489707232203,0.22611693795451665
Emilia,6.1,0.66,2.4,1,0.18951618137597165,6.18,65.42883349800437,1.9104270905748417,62.5531552988475,198,11.770659579152602,0.18951618137597165
Emilia,6.1,0.65,2.4,1,0.20566299199357818,6.15,72.54270960304846,1.9708455964695992,62.47652801914151,317,13.022477227661826,0.20566299199357818
Emilia,6.1,0.72,1.9,0,0.15452696781229533,10.52,60.868797342663854,1.850550238239819,96.11903287094086,382,20.33567269010189,0.15452696781229533
Emilia,6.1,0.48,4.5,1,0.28047175300568705,12.950000000000001,58.769418228988606,1.7902259233297608,137.73478788972596,563,12.93962144689953,0.28047175300568705
Emilia,6.1,0.48,1.6,1,0.22644585344330448,12.97,59.35882457675058,1.8286891373415475,107.95109567152332,671,18.98301679486391,0.22644585344330448
Emilia,6.1,0.5,2.05,0,0.24311966076528024,8.44,69.61136066485028,2.599380130978396,81.46912169370523,785,14.442855031551865,0.24311966076528024
Emilia,6.1,0.5,1.9,0,0.2534948988695597,12.83,74.12411041710648,2.559105522664963,110.77910692604026,303,6.157098263146846,0.2534948988695597
Emilia,6.1,0.51,1.8,0,0.2158044162961555,8.620000000000001,63.122571284711206,1.820870579319274,77.57939106712995,431,12.689856366042683,0.2158044162961555
Loma Prieta,6.93,0.24,5.5,0,0.6390552769148637,10.61,75.39512200746232,2.594569906835212,160.1892501319265,572,0.9471937393391607,0.6390552769148637
Kocaeli,7.51,0.4,0.4,1,0.1876069419897257,3.15,53.72009581685586,1.864053941089869,22.815197831655983,659,27.815176826433465,0.1876069419897257
Loma Prieta,6.93,0.26,2.4,1,0.42617263132453237,14.290000000000001,71.70935311714392,2.4472956602419673,120.07084897181352,623,10.988161640460717,0.42617263132453237
Loma Prieta,6.93,0.26,2.4,1,0.43152230815375914,12.55,73.63413456241636,1.8060724589370654,108.94804243659416,630,7.377744402841187,0.43152230815375914
Kocaeli,7.51,0.4,0.8,1,0.21624244277122295,9.469999999999999,65.09142219045823,1.7816794144143262,79.26755618385832,667,23.336411540514796,0.21624244277122295
Nihonkai-Chubu,7.7,0.17,1.0,1,0.5350001960774926,5.24,60.32271632609014,1.8843897865640267,50.081688422538804,890,13.961259062216733,0.5350001960774926
Nihonkai-Chubu,7.7,0.17,2.4,0,0.96600033901487,3.75,88.23144115802506,1.8732377142131238,56.2478527870624,113,0.0013812362275208753,0.96600033901487
Edgecumbe,6.6,0.37,1.1,1,0.29476546995396885,6.65,71.24038818052014,2.4911598954229217,64.66407632682345,765,18.106889057476053,0.29476546995396885
Kocaeli,7.51,0.4,3.3,1,0.30246190749016416,14.439999999999998,81.53824508871293,2.551661243240677,150.69696839294124,907,3.7856031995486656,0.30246190749016416
Northridge,6.69,0.84,7.2,1,0.21089798403086688,10.21,78.0795372758455,2.575316120342501,146.97221796435423,172,3.261264131367503,0.21089798403086688
San Fernando,6.6,0.45,7.2,0,0.3988539429278146,10.21,78.0795372758455,2.575316120342501,146.97221796435423,172,1.4196204284246141,0.3988539429278146
Northridge,6.69,0.84,7.6,1,0.21662973131160268,8.8,72.38123120669059,2.5673270614701567,136.34410060649714,150,3.408623010193896,0.21662973131160268
